Attack Type,Action Taken,Severity Level,Protocol,Malware Indicators,Device Information,Localidad,Region
1,1,0,0,0,0,225,0
2,1,1,1,1,0,300,24
0,2,0,1,1,0,239,11
2,0,1,0,0,0,134,2
1,1,2,1,1,0,270,27
1,1,1,0,1,133,286,20
0,1,1,0,1,0,274,10
1,0,2,2,0,0,31,8
0,2,0,1,0,0,181,20
1,2,2,2,1,0,139,14
1,2,2,0,1,48,75,6
0,2,1,0,1,0,295,27
0,2,2,0,0,0,194,26
2,2,2,0,1,0,233,13
2,0,1,0,1,0,233,10
1,2,1,2,0,0,100,9
0,1,1,1,0,0,39,15
2,2,1,1,0,0,176,14
0,2,2,1,1,0,264,20
1,2,0,2,1,0,240,27
2,0,0,0,0,0,187,23
2,0,2,1,0,0,15,26
0,1,2,0,1,0,9,27
1,0,1,2,1,0,130,26
2,1,1,1,1,152,147,5
1,0,0,1,0,0,198,22
1,0,2,2,0,0,78,12
1,2,1,1,1,0,92,22
2,0,2,0,1,0,186,6
1,1,2,1,0,0,43,27
0,0,1,1,1,103,15,16
1,0,0,0,0,0,308,12
0,1,1,2,0,0,277,5
1,1,2,0,1,0,263,17
2,2,2,2,0,0,65,13
0,2,1,1,0,0,28,13
0,2,2,2,1,0,137,0
0,1,0,1,1,0,161,22
0,2,1,0,0,0,88,22
1,2,1,0,1,0,28,16
1,0,1,0,1,0,181,9
0,1,1,0,0,0,307,9
1,1,1,2,0,0,97,5
1,1,0,2,1,0,160,25
1,1,1,0,1,0,248,6
2,0,2,2,0,40,113,18
0,2,1,1,0,126,91,13
1,2,1,2,1,0,36,7
2,0,1,0,1,0,267,16
1,0,0,0,0,0,295,1
2,0,0,2,1,16,186,24
2,0,2,1,1,27,308,0
0,2,2,1,1,0,272,1
2,0,0,1,1,0,42,6
0,0,1,0,1,0,171,19
1,0,0,2,0,0,98,9
0,2,2,2,1,0,188,24
1,0,0,0,0,31,137,24
2,0,1,2,0,0,309,10
0,2,0,2,1,0,113,4
2,0,0,0,1,0,165,27
2,2,0,0,0,0,120,15
1,1,0,2,1,0,106,25
0,2,0,1,1,145,194,25
2,0,2,2,0,0,192,2
1,2,2,2,0,0,31,9
1,2,1,2,0,0,198,16
0,0,0,0,0,0,269,25
2,2,2,0,1,0,209,12
2,0,2,1,1,0,114,23
2,2,2,2,0,135,262,21
1,0,1,1,0,0,119,18
2,0,1,0,0,131,0,5
0,1,2,0,1,175,283,26
2,2,1,0,1,0,185,14
2,2,0,2,0,0,11,20
1,0,1,1,1,0,71,26
2,2,1,2,1,0,231,4
1,1,2,2,0,0,191,18
1,1,0,1,0,0,309,15
2,2,0,1,0,0,101,7
1,1,1,0,1,0,243,10
1,1,1,2,1,31,172,19
2,1,1,1,1,0,167,3
1,1,2,1,0,0,291,19
2,2,2,2,0,0,229,4
1,1,2,1,0,0,275,4
0,0,0,1,0,0,74,24
2,2,2,0,0,0,118,13
2,2,2,2,0,0,37,4
1,2,0,1,1,0,154,1
0,2,0,1,1,0,236,6
1,2,2,2,1,0,238,12
0,0,2,0,0,0,27,26
1,2,2,0,1,0,187,0
2,1,1,0,1,0,311,23
0,1,0,0,1,0,218,24
1,2,1,2,0,0,298,1
0,1,2,2,0,0,211,3
1,0,1,1,0,0,160,18
0,1,2,1,1,13,53,19
2,1,0,1,0,0,78,13
1,2,2,2,0,109,52,17
2,2,1,1,0,0,103,15
1,0,1,1,1,0,129,23
2,1,0,0,1,0,96,15
0,1,1,0,0,165,255,10
2,1,2,1,0,0,54,12
2,0,2,2,1,0,8,19
1,1,1,2,0,0,247,16
2,0,0,0,0,0,154,9
2,1,0,1,0,58,64,17
0,1,2,0,0,0,307,3
2,2,0,1,0,0,29,4
2,0,1,2,0,83,116,4
1,0,1,1,0,0,132,12
1,1,2,0,0,0,251,24
2,2,0,0,0,0,306,0
1,1,0,2,0,0,40,25
1,0,0,1,0,0,49,19
2,0,0,0,1,0,86,7
0,2,1,2,0,0,190,5
2,1,1,2,1,0,233,4
2,2,0,2,1,0,224,17
2,2,2,2,1,29,130,10
2,2,1,1,0,0,312,15
1,0,1,2,1,0,2,24
1,0,2,0,0,0,102,17
0,0,1,2,1,0,194,4
1,1,1,1,1,0,289,21
0,2,0,1,1,0,10,4
0,2,1,2,0,0,182,11
0,1,1,2,0,0,224,20
1,1,1,0,1,0,4,5
1,1,0,2,1,138,8,6
0,0,2,0,1,0,180,16
0,2,2,1,1,0,194,8
1,1,1,2,1,0,119,20
0,2,0,2,0,0,55,2
2,0,2,0,1,0,296,13
2,2,2,0,1,0,293,15
2,2,0,1,1,0,3,24
2,2,2,0,0,95,63,4
1,1,1,0,0,0,181,9
1,2,2,1,1,0,227,13
2,1,0,0,1,0,232,16
0,0,0,2,1,0,244,8
0,2,0,2,0,46,232,1
0,0,2,2,0,0,176,27
1,2,0,0,1,0,125,13
0,2,2,1,1,0,214,27
1,2,1,2,0,0,21,11
2,1,1,0,0,0,39,3
2,0,2,1,1,0,104,14
0,0,0,2,0,0,237,6
1,0,2,0,0,0,290,25
0,2,2,0,1,0,289,1
0,2,1,1,1,109,39,23
0,0,1,1,1,113,307,14
1,1,1,0,1,0,118,8
1,1,1,1,0,0,155,11
0,0,2,1,0,0,297,8
0,0,2,2,1,0,127,24
0,2,2,2,1,121,22,3
0,1,0,2,1,0,29,18
0,1,1,1,1,96,33,9
0,2,2,2,1,0,95,21
0,0,0,0,1,0,147,3
0,1,2,2,0,0,249,27
2,2,1,2,1,26,116,14
0,1,2,2,0,0,42,5
0,2,1,2,1,155,162,18
2,1,2,1,1,0,15,13
0,2,0,1,0,0,270,7
2,0,0,1,1,0,226,23
1,2,1,1,0,0,58,7
0,1,2,1,0,19,60,18
0,2,1,0,1,0,70,18
2,1,0,0,1,0,40,4
0,0,1,0,1,0,12,13
0,0,2,0,0,0,3,15
2,2,0,0,0,0,175,1
0,0,1,2,1,0,273,8
0,2,1,1,0,0,215,5
0,1,1,0,1,0,109,3
0,1,1,2,1,0,123,24
0,1,2,1,1,0,47,19
2,0,1,1,0,0,152,25
0,1,0,2,0,0,132,8
1,0,2,2,1,0,43,2
1,1,2,0,1,0,150,12
1,0,1,2,1,9,4,6
2,1,2,0,1,0,106,9
2,0,2,0,1,0,83,20
0,1,0,2,0,168,94,12
2,0,2,0,0,47,295,7
1,1,2,0,1,0,146,25
1,2,2,2,0,0,90,4
1,0,2,2,0,0,154,1
2,1,2,2,0,0,62,23
1,0,1,0,0,92,228,9
2,1,0,2,1,0,260,25
1,1,1,1,1,0,154,16
0,2,0,2,0,0,299,6
0,2,0,1,0,0,178,25
2,2,1,1,1,0,287,15
1,2,1,2,1,13,180,5
0,2,2,0,0,0,204,11
2,0,2,1,0,0,262,15
2,1,1,1,1,122,168,9
1,2,1,2,0,0,18,5
0,1,2,2,1,0,42,18
0,2,2,1,0,0,38,15
0,1,2,1,0,0,256,10
2,0,2,2,1,107,31,5
0,2,1,1,0,0,288,3
0,1,1,2,0,157,38,22
2,2,2,0,1,71,224,21
2,1,0,2,0,0,196,18
1,1,0,1,0,0,232,23
0,0,2,0,1,0,9,10
0,0,0,1,0,0,172,0
0,0,1,0,1,0,50,12
1,0,2,2,0,0,167,27
0,2,2,2,0,0,154,17
0,0,2,2,0,0,248,10
1,0,1,2,1,0,24,9
2,0,2,0,0,28,6,5
2,1,1,2,1,0,0,5
2,0,1,2,1,0,284,21
1,1,1,2,1,0,264,10
2,1,1,2,1,94,184,26
2,0,1,2,0,0,69,0
1,2,0,0,0,0,308,25
1,2,1,0,0,47,194,7
2,2,2,1,0,0,105,16
2,0,1,0,0,0,301,24
1,0,2,0,1,0,207,7
1,1,1,0,0,0,41,25
2,2,0,2,1,0,315,8
1,2,2,2,0,0,198,5
1,2,1,0,0,0,219,14
1,2,2,2,0,0,249,9
1,0,1,2,1,0,313,10
1,1,1,1,1,0,23,26
0,0,2,0,0,111,238,6
2,0,1,1,1,0,280,0
0,1,0,1,1,0,160,12
0,0,1,2,1,33,310,17
2,1,0,2,1,0,34,10
1,2,1,1,1,0,249,21
1,2,1,1,0,5,248,9
0,0,1,0,1,0,249,21
0,0,0,0,0,0,290,10
2,1,1,1,0,170,273,5
2,1,2,2,1,0,92,9
1,2,2,0,1,0,156,16
1,0,0,1,0,0,83,12
1,2,2,1,0,54,192,19
0,0,0,2,0,0,34,20
1,2,0,2,0,0,100,12
1,2,1,2,0,0,89,5
2,0,0,0,1,0,7,5
1,2,0,2,0,0,235,5
1,2,1,1,0,0,162,0
1,1,2,0,0,0,57,23
1,2,1,2,0,0,208,15
0,1,1,0,0,0,84,6
0,0,2,1,1,0,166,17
1,1,1,1,1,0,73,27
1,2,2,1,1,19,240,10
1,0,2,1,1,0,211,7
2,0,1,2,1,0,276,6
0,1,2,0,1,0,283,4
2,1,1,0,1,0,263,18
0,0,0,1,0,0,310,2
1,2,1,0,1,0,279,25
2,1,2,2,1,0,267,13
2,1,0,0,0,0,138,12
1,2,0,0,0,0,152,13
2,2,1,1,0,0,29,4
0,1,0,0,0,0,105,0
2,1,2,2,1,0,90,5
1,0,1,1,1,0,188,10
2,1,0,1,0,0,83,23
0,1,1,1,1,0,173,7
0,0,0,1,1,116,166,17
2,0,0,0,0,0,103,9
0,2,1,2,0,0,212,8
2,2,2,0,1,0,314,24
1,0,2,0,1,0,3,8
0,1,2,2,1,0,209,2
0,0,0,2,1,0,78,11
1,2,2,2,0,0,193,10
0,1,1,0,1,101,42,10
0,0,2,0,0,133,216,4
2,0,1,0,0,0,154,9
2,0,1,0,1,0,312,9
0,0,2,2,0,0,216,12
1,2,1,0,0,0,35,0
0,1,0,2,0,50,297,20
0,0,0,0,0,42,239,13
2,0,1,2,1,164,102,7
0,1,0,0,1,0,50,17
1,2,2,2,1,0,141,16
1,1,0,2,1,0,55,3
2,1,0,0,1,0,217,2
1,1,1,0,0,0,264,1
2,0,0,2,0,0,267,24
2,1,2,1,0,0,12,26
2,1,2,1,0,0,159,1
1,0,0,1,1,0,191,18
0,2,1,2,1,50,279,10
0,0,2,1,0,35,314,12
1,2,2,1,0,0,249,18
0,0,1,1,0,0,75,6
0,1,2,1,0,0,8,24
0,0,0,0,0,173,136,18
2,2,1,1,1,0,41,15
2,1,2,0,0,0,47,4
1,1,1,0,1,0,182,7
1,2,0,2,1,81,251,16
0,1,2,0,0,0,112,15
0,1,2,0,0,0,219,20
0,1,0,1,0,29,185,25
2,0,0,2,0,0,293,7
1,0,1,1,1,87,121,20
0,1,1,0,1,149,221,17
2,2,1,0,1,0,29,1
0,1,2,1,1,0,20,13
0,1,0,0,0,165,30,11
0,0,0,1,1,0,38,7
1,0,2,2,1,0,35,24
2,1,0,2,1,0,149,9
0,2,2,0,1,0,186,26
2,2,0,2,0,0,303,23
2,0,2,2,0,53,192,9
1,1,2,2,1,0,314,20
1,1,2,2,0,155,241,10
1,0,0,1,0,0,100,27
2,2,0,1,1,0,112,26
2,2,2,1,1,0,59,4
0,0,0,2,0,0,47,16
2,0,2,2,1,0,44,19
1,2,0,2,0,0,235,22
1,0,2,2,0,0,91,19
2,0,1,0,0,0,262,27
2,1,0,1,1,140,275,13
0,2,0,0,1,0,298,12
0,1,0,0,1,0,52,4
1,1,0,0,0,0,0,21
0,0,2,0,0,100,298,18
0,1,1,1,0,0,138,25
0,1,0,1,0,143,80,3
1,0,1,0,1,22,21,21
1,0,2,0,0,0,238,23
2,0,1,2,0,0,296,22
1,1,2,0,0,0,15,21
0,1,1,0,0,0,237,17
2,1,0,1,0,123,130,16
0,2,0,0,0,98,36,25
2,2,2,1,1,0,175,14
0,0,2,1,0,0,87,15
1,0,2,0,1,0,123,21
1,1,1,0,1,33,92,17
2,0,1,1,0,0,270,24
1,0,2,0,0,0,308,22
1,0,0,0,0,0,18,4
1,2,0,1,1,127,312,26
1,0,2,0,0,0,263,19
0,2,1,2,1,0,138,7
1,1,2,2,0,0,82,24
0,2,0,1,0,0,211,22
0,2,1,2,1,0,143,9
0,0,2,1,0,176,82,9
0,1,2,0,0,0,33,7
1,0,0,1,0,0,83,5
1,0,0,1,0,33,21,23
1,2,2,1,0,0,34,11
2,0,1,0,1,0,149,26
0,1,2,1,1,0,251,7
1,2,1,2,0,0,73,25
1,1,2,2,0,0,245,14
2,2,0,1,0,0,42,16
2,1,1,0,1,0,227,21
2,2,1,2,0,0,39,3
2,1,0,2,0,0,83,17
1,0,1,0,0,91,312,0
2,1,0,2,1,42,143,17
1,0,1,1,0,41,272,7
1,0,2,1,0,162,297,18
2,1,0,0,1,0,279,20
2,2,0,2,1,0,274,2
0,1,0,0,0,0,238,21
2,0,0,0,1,0,24,21
2,0,0,2,1,0,236,2
0,2,1,1,1,0,180,12
2,1,2,2,0,0,294,8
1,1,2,0,1,0,97,5
2,2,0,1,0,74,24,27
1,2,1,0,1,0,4,3
1,0,1,2,1,0,219,5
2,1,1,2,0,0,129,26
0,0,1,2,1,0,120,1
0,0,1,0,0,0,284,7
2,2,2,1,0,0,172,7
0,2,0,1,1,0,206,15
1,1,2,2,1,0,96,20
2,1,0,2,1,0,249,20
0,2,2,1,1,0,46,16
1,0,1,1,0,0,225,25
2,2,0,1,1,0,197,2
1,1,0,1,1,38,254,9
0,1,1,0,1,0,81,11
0,1,1,1,1,0,88,16
0,0,1,0,1,0,221,20
2,0,0,2,0,0,132,18
2,2,0,1,1,0,13,24
1,0,0,0,0,0,197,21
1,2,0,1,1,0,100,14
1,0,0,2,1,0,103,23
1,0,1,0,0,0,52,21
2,0,1,0,0,0,21,8
2,0,2,2,1,87,215,27
2,1,1,0,0,0,215,5
2,2,1,2,1,0,248,1
1,2,1,1,0,0,233,0
1,2,1,1,0,0,219,22
0,0,2,1,0,0,283,25
1,2,1,0,0,0,164,5
2,2,1,0,1,0,41,11
0,2,2,1,1,0,0,19
0,2,2,1,1,0,182,20
2,2,2,1,1,0,180,21
1,0,0,2,0,0,287,1
0,1,2,1,1,0,205,24
2,2,2,2,1,0,306,2
0,1,1,1,0,0,179,21
0,2,2,0,0,0,19,26
1,1,2,1,1,0,86,2
1,2,0,0,1,0,34,20
1,2,1,1,0,0,139,20
0,2,2,0,1,0,70,2
2,1,1,1,0,0,94,20
1,2,0,0,0,0,13,3
2,1,0,1,1,180,279,7
2,1,0,0,1,0,209,12
1,1,1,1,1,0,93,0
2,2,2,0,1,0,90,18
2,1,1,2,1,0,87,8
2,2,2,0,0,0,224,8
2,1,1,1,1,0,109,25
2,1,2,2,1,0,38,0
2,1,1,2,0,0,193,12
1,1,1,1,1,0,197,15
0,2,1,2,1,0,209,2
2,2,0,2,1,0,127,4
0,2,0,1,0,0,220,8
1,0,2,1,1,0,221,15
2,0,0,2,1,77,39,20
1,1,1,1,1,0,240,6
2,0,0,1,0,0,232,25
1,1,0,1,1,0,295,20
1,1,1,1,1,0,7,24
1,2,2,2,1,0,124,2
2,1,0,0,0,0,291,8
2,1,2,0,0,0,286,27
2,1,1,1,1,6,123,14
0,0,1,0,0,0,135,1
0,1,0,1,1,0,277,1
1,1,1,1,1,8,303,13
0,0,2,2,1,0,100,8
1,0,1,1,0,0,1,21
1,1,1,2,1,0,265,11
1,1,2,2,1,0,177,20
1,2,2,2,0,0,157,8
2,0,1,0,0,0,157,19
0,1,0,0,1,0,183,25
1,1,0,0,1,0,213,9
1,2,1,1,1,45,144,11
2,2,0,1,1,0,268,3
0,2,0,0,0,0,289,10
2,1,2,0,0,31,234,12
1,0,2,1,0,31,14,4
1,0,2,1,0,0,54,3
0,1,2,0,0,107,228,10
0,0,1,0,1,0,234,15
0,2,0,2,1,82,212,27
1,1,2,0,1,4,32,6
0,2,0,0,0,0,222,16
1,0,1,0,0,0,57,25
2,0,0,1,1,0,183,24
1,2,1,2,0,0,251,6
2,0,2,0,1,0,312,27
2,2,2,0,1,141,55,8
2,1,2,1,0,0,20,4
2,0,0,2,1,0,115,19
0,0,2,1,1,0,250,26
0,0,1,0,0,0,279,13
0,0,2,2,1,0,238,8
0,0,1,0,1,0,18,24
1,1,2,0,1,0,124,4
1,0,0,1,1,0,223,14
2,0,0,0,0,0,88,26
1,0,0,0,0,0,44,14
2,2,1,0,1,0,183,23
0,0,2,0,1,0,162,19
2,1,0,1,1,0,118,6
1,2,2,2,0,0,194,5
2,2,0,2,0,0,175,26
1,0,0,1,0,0,101,3
2,1,2,2,0,0,146,3
2,2,2,1,1,0,30,20
2,1,0,2,0,0,267,22
1,1,0,2,0,0,192,8
1,1,2,0,0,0,16,10
2,0,0,0,0,0,106,12
1,2,2,0,0,0,162,23
2,1,0,1,0,0,229,21
0,2,0,1,0,0,128,1
1,1,0,0,1,0,26,18
0,1,2,2,1,0,301,7
2,1,1,0,1,0,159,7
2,1,1,1,1,0,146,24
2,0,0,1,0,47,138,20
2,2,2,2,1,128,101,10
0,0,1,2,1,0,254,9
2,0,2,1,0,75,268,9
0,2,0,0,0,130,73,27
2,1,0,0,0,0,274,21
2,2,2,2,1,0,281,5
2,0,2,2,0,0,21,0
0,0,2,2,1,71,275,11
2,2,1,2,1,0,230,18
0,0,1,1,0,0,196,6
1,1,2,0,1,80,26,6
1,1,0,1,1,0,303,25
0,1,1,0,1,0,11,27
0,1,0,2,0,0,273,20
1,1,1,2,1,0,272,10
0,0,1,1,1,0,310,8
0,2,1,1,1,101,169,13
2,2,2,0,1,0,188,18
0,1,0,0,1,0,196,27
2,2,1,1,0,0,33,5
1,2,1,0,0,0,305,19
1,0,0,2,0,0,233,3
2,1,1,0,1,0,98,2
2,0,0,1,1,0,143,22
0,0,2,2,0,105,292,5
2,2,2,0,0,64,181,24
2,0,0,1,1,0,209,17
1,1,0,1,1,0,290,0
0,0,1,1,1,0,151,12
2,1,1,1,0,0,81,25
1,2,0,2,0,10,141,12
2,1,1,2,0,0,145,5
2,2,1,2,0,0,256,23
2,1,0,0,1,0,294,24
1,2,1,0,1,0,57,27
1,1,2,1,0,0,90,0
1,2,1,2,1,103,136,2
0,1,2,0,0,0,130,12
0,1,0,1,0,0,139,18
0,0,1,2,0,0,65,6
0,0,2,1,1,0,267,12
1,2,2,0,1,121,313,0
1,1,1,2,1,0,26,24
1,0,2,0,1,0,137,4
2,1,2,2,0,0,228,18
1,1,2,1,1,0,166,18
0,1,2,1,1,156,172,19
0,0,0,1,1,6,31,24
2,2,1,2,0,0,22,24
1,0,1,0,0,163,63,3
2,2,0,2,0,0,115,7
1,1,2,0,1,0,249,5
1,1,0,1,0,0,238,15
0,2,0,2,1,0,148,15
0,0,1,1,0,0,7,17
0,1,0,1,1,0,144,7
2,2,2,2,1,44,190,27
0,2,1,0,0,60,28,17
2,0,1,2,1,0,81,18
0,2,0,2,1,67,182,14
0,1,1,0,1,0,251,21
0,2,1,1,1,0,125,19
0,1,1,1,0,116,91,25
0,1,2,1,1,0,198,0
2,2,2,1,1,0,258,5
2,2,0,2,0,0,307,21
0,0,2,0,0,0,88,2
1,1,0,1,1,0,46,11
2,2,0,1,0,0,252,17
2,0,1,2,1,0,283,1
0,2,0,1,0,0,113,11
0,0,1,2,1,0,199,6
0,0,0,0,1,0,310,22
1,1,0,2,0,0,84,8
2,0,0,2,1,0,165,3
1,0,1,2,0,0,166,27
1,0,0,2,1,0,117,4
0,2,0,0,0,0,25,15
1,0,1,1,1,0,138,23
0,0,1,0,0,36,57,24
1,0,2,1,1,0,156,3
0,2,0,0,0,140,95,16
0,0,2,0,0,0,104,14
0,2,1,0,1,0,146,24
1,2,1,0,0,0,287,23
2,2,0,1,1,30,131,6
2,1,0,1,1,0,223,3
0,1,0,1,1,0,46,4
1,2,2,1,1,0,138,27
0,2,1,2,1,0,2,16
1,1,2,0,0,15,86,5
0,0,2,0,1,149,101,19
2,0,1,1,0,0,201,19
0,1,0,0,1,0,210,2
0,1,1,1,0,126,227,6
1,2,2,0,1,144,183,12
2,1,2,0,0,0,250,16
1,0,0,0,0,56,181,4
0,1,2,0,1,0,289,1
1,2,1,1,0,0,308,0
0,0,1,2,1,0,92,5
2,2,1,0,0,57,204,17
2,1,0,0,1,123,110,25
2,2,2,1,0,0,253,2
0,1,2,0,0,0,44,25
0,2,2,0,0,0,168,11
2,2,2,0,0,0,229,17
1,0,2,2,1,0,88,3
1,1,0,0,1,0,37,6
1,1,0,0,1,0,176,11
2,1,2,0,1,0,142,4
2,0,2,1,0,0,297,18
0,2,1,0,0,0,236,5
0,0,2,1,0,0,270,13
1,0,1,2,1,0,80,22
1,1,1,0,0,0,128,21
2,0,0,1,1,126,10,10
1,0,1,2,1,20,258,2
2,2,1,1,1,0,49,6
2,0,1,0,1,0,6,9
2,1,1,0,1,0,177,13
1,1,1,0,0,0,98,13
0,2,0,2,0,129,94,3
0,0,1,2,0,0,277,3
0,0,1,0,0,0,256,3
0,1,2,2,0,0,301,2
0,2,0,0,0,0,194,19
1,0,1,0,0,0,42,7
2,2,0,2,1,156,205,26
0,2,0,0,0,0,66,17
2,2,2,1,0,0,74,13
2,1,2,1,0,0,173,7
0,2,2,0,0,0,287,25
1,2,0,2,1,43,134,2
0,0,1,0,0,0,306,15
1,0,1,1,0,0,160,10
1,0,2,0,0,0,254,8
1,2,1,0,0,0,312,15
1,2,2,0,0,161,150,6
2,0,2,0,1,0,153,23
2,0,2,2,1,0,47,20
0,2,0,1,1,160,262,16
0,0,1,1,0,0,95,14
0,2,2,0,1,0,258,13
0,2,0,2,1,170,288,23
2,2,1,0,0,151,194,9
0,0,1,0,0,0,69,14
1,2,1,0,0,55,291,11
0,2,1,2,1,0,173,5
2,2,2,0,1,0,269,0
0,2,0,2,1,0,102,19
2,1,2,0,0,21,271,18
0,2,0,0,1,0,43,26
2,1,1,1,0,36,145,14
2,1,2,2,1,140,210,14
0,2,0,1,0,0,212,3
2,2,0,0,1,0,315,10
1,2,2,0,1,0,289,26
1,2,1,1,0,0,163,26
1,2,0,2,1,0,77,13
2,1,2,0,1,134,67,10
0,1,1,0,0,0,286,3
2,1,2,1,0,0,202,9
2,2,0,1,1,0,220,17
2,1,2,0,0,0,234,7
2,0,0,1,0,0,284,1
0,1,0,2,1,0,79,19
1,1,0,0,0,0,251,15
1,1,1,1,1,0,75,15
2,2,1,2,1,0,142,13
1,0,0,1,0,0,298,5
0,2,0,2,1,0,183,25
2,2,0,0,0,0,129,16
0,0,2,1,0,0,272,13
1,0,0,0,0,0,223,2
1,0,0,1,1,0,176,4
2,1,2,0,0,118,92,14
0,2,2,0,0,89,163,19
0,2,0,2,1,32,94,11
2,0,0,0,0,0,195,8
2,0,1,1,0,0,76,0
2,0,0,0,0,0,98,4
0,2,0,2,0,100,145,25
2,2,1,0,0,0,117,7
1,2,2,2,1,0,59,9
2,1,2,2,0,99,123,22
2,2,1,0,1,43,240,3
2,2,1,2,1,0,73,15
2,0,1,2,1,0,208,1
2,1,1,1,1,0,209,12
0,0,0,0,0,0,222,21
1,2,1,1,0,0,128,19
2,0,0,2,0,8,134,17
1,1,1,1,1,0,36,17
1,2,2,0,1,0,168,19
0,2,1,1,1,0,259,2
2,0,0,2,0,0,146,2
2,1,2,1,0,0,162,27
2,0,0,1,1,0,238,16
1,0,1,2,0,0,273,14
1,1,1,2,1,123,136,23
0,0,2,1,1,0,297,13
0,0,0,0,1,0,242,15
2,1,1,2,0,0,176,12
1,2,0,1,0,0,265,11
1,0,1,2,1,0,184,13
0,1,0,0,1,0,16,17
0,0,1,0,1,0,222,21
2,0,2,2,1,0,128,4
0,0,1,0,0,2,73,11
1,0,1,2,1,98,227,23
2,0,0,2,1,0,230,4
0,0,0,1,0,85,149,1
1,0,1,0,0,118,308,4
0,1,0,0,0,0,280,7
1,1,0,0,0,0,71,12
1,0,2,0,1,0,191,11
2,1,2,2,1,0,4,27
1,1,2,1,0,0,213,13
2,0,1,2,1,0,217,12
1,0,0,2,1,0,101,13
2,0,0,0,0,0,239,22
2,1,1,0,1,0,251,7
2,1,0,2,1,121,314,24
2,2,2,0,0,53,279,21
1,0,1,1,1,0,203,13
2,1,1,0,1,0,125,10
1,2,0,0,0,0,17,15
2,2,1,1,1,0,28,10
1,0,1,1,0,72,156,27
2,2,2,1,0,112,231,26
2,0,0,1,0,0,136,4
2,1,2,0,1,0,290,26
2,1,2,0,1,10,221,27
1,2,0,0,0,0,263,23
2,0,2,2,0,0,267,9
0,1,2,1,0,0,213,6
1,2,1,2,1,0,75,23
1,1,1,1,1,0,309,12
2,2,0,2,1,62,151,1
1,1,2,0,0,0,102,17
2,2,1,2,0,0,150,10
1,1,2,0,0,123,107,4
0,0,2,0,0,0,122,20
2,0,2,2,0,0,12,25
2,0,1,0,0,0,138,14
2,1,2,1,0,0,101,10
1,1,2,2,0,39,211,14
1,0,1,2,1,0,39,20
1,2,1,0,1,0,133,21
2,1,0,0,0,0,216,8
1,1,1,2,0,0,187,19
0,2,1,0,1,0,60,3
0,2,2,1,0,0,258,3
2,1,0,0,0,0,100,17
0,2,2,2,1,0,115,20
0,0,1,0,0,0,91,17
0,0,1,2,0,0,207,22
2,1,0,0,1,0,53,24
2,2,0,0,1,0,153,5
2,1,2,0,0,0,184,10
0,0,2,2,0,0,202,21
2,1,2,0,0,0,307,22
0,1,2,0,1,0,13,5
1,0,0,0,0,0,82,18
1,1,1,1,0,0,10,15
0,2,1,1,1,14,265,14
1,2,2,1,0,0,162,0
1,1,2,0,1,0,61,14
2,1,0,1,0,63,24,2
0,1,0,2,1,0,38,11
2,2,1,2,1,0,253,16
0,1,2,2,0,0,298,16
2,0,1,1,0,0,7,8
1,2,1,1,1,63,226,18
0,0,2,0,0,0,113,12
1,0,2,0,0,0,133,12
0,0,0,0,0,0,111,8
2,0,2,0,0,0,86,17
2,2,1,0,0,0,10,4
0,2,2,1,1,0,228,3
0,2,0,2,0,0,20,17
0,2,2,2,0,0,103,26
2,2,0,1,1,0,289,9
1,0,2,0,1,0,71,13
0,0,1,2,1,0,9,17
1,2,1,2,1,0,58,8
1,1,2,0,0,0,19,9
2,0,1,0,0,0,32,24
1,0,2,2,1,162,145,3
2,1,0,2,1,0,200,27
0,2,2,0,0,0,246,0
1,2,1,0,1,0,236,11
0,0,0,2,1,0,90,7
2,1,1,1,1,0,314,19
0,2,1,1,0,0,72,24
0,0,1,1,0,0,53,25
0,1,1,0,1,6,267,16
1,2,2,2,0,109,166,12
2,2,1,0,1,0,4,14
1,1,1,0,0,0,299,22
2,0,0,0,1,0,131,10
2,2,1,0,0,0,85,0
2,0,1,2,1,38,225,6
1,1,1,1,0,0,289,17
2,1,2,2,0,0,7,10
2,0,2,2,0,36,211,9
0,2,1,2,1,0,184,22
0,0,1,0,1,66,56,23
1,1,1,2,1,0,253,16
1,0,0,1,1,0,248,15
2,2,0,1,1,0,64,13
1,0,0,2,0,0,23,5
2,1,2,2,1,115,192,7
1,0,1,0,1,0,26,10
1,2,1,0,0,104,226,19
0,2,1,0,1,0,114,10
2,0,1,2,1,0,172,10
0,0,2,2,1,0,40,0
1,1,0,1,1,0,137,4
1,0,1,2,1,21,37,2
2,0,1,2,0,0,303,19
2,2,0,0,0,0,59,26
1,2,2,2,1,30,51,27
2,2,0,0,1,0,37,10
1,1,2,0,0,0,268,6
1,1,2,1,1,0,71,17
1,2,2,1,1,0,310,7
1,2,0,2,1,0,143,27
0,0,1,1,1,0,146,21
0,1,0,1,1,85,285,3
1,1,1,1,1,0,62,24
0,1,2,2,1,47,296,21
1,1,1,1,1,62,127,24
2,1,1,2,0,0,152,16
1,2,2,2,0,1,260,7
0,1,0,0,1,148,96,6
2,0,0,0,0,162,19,26
2,0,2,0,1,0,19,3
2,1,0,1,1,0,78,24
1,1,0,2,0,0,74,24
1,2,2,1,1,0,3,4
2,1,1,2,1,0,206,18
0,2,2,1,0,0,5,1
0,2,2,2,1,0,242,14
1,1,1,1,1,139,203,20
1,1,0,2,0,143,58,4
